年份,得獎,中文名稱,英文名稱,連結,movieGrading,movieDuration,movieRating,movieComment,movieDirector,movieWriter,movieCast1,movieCast2,movieCast3,movieCast4,movieCast5,movieCast6,movieCast7,movieCast8,movieCast9,movieCast10,movieCast11,movieCast12,movieCast13,movieCast14,movieCast15,movieCast16,movieCast17,movieCast18,movieCountry,Action,Adventure,Biography,Comedy,Crime,Drama,Fantasy,History,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War
2018,0,最黑暗的時刻,Darkest Hour,https://www.imdb.com/title/tt4555426/?ref_=ev_nom,PG-12,2h 5m,7.4,213K,Joe Wright,Anthony McCarten,Gary Oldman', 'Lily James', 'Kristin Scott Thomas', 'Ben Mendelsohn', 'Ronald Pickup', 'Stephen Dillane', 'Nicholas Jones', 'Samuel West', 'David Schofield', 'Richard Lumsden', 'Malcolm Storry', 'Hilton McRae', 'Benjamin Whitrow', 'Joe Armstrong', 'Adrian Rawlins', 'David Bamber', 'Paul Leonard', 'David Strathairn',United Kingdom,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2018,0,淑女鳥,Lady Bird,https://www.imdb.com/title/tt4925292/?ref_=ev_nom,R-12,1h 34m,7.4,312K,Greta Gerwig,Greta Gerwig,Saoirse Ronan', 'Laurie Metcalf', 'Tracy Letts', 'Lucas Hedges', 'Timoth矇e Chalamet', 'Beanie Feldstein', 'Lois Smith', 'Stephen McKinley Henderson', 'Odeya Rush', 'Jordan Rodrigues', 'Marielle Scott', 'John Karna', 'Jake McDorman', 'Bayne Gibby', 'Laura Marano', 'Marietta DePrima', 'Daniel Zovatto', 'Kristen Cloke',United States,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2018,0,逃出絕命鎮,Get Out,https://www.imdb.com/title/tt5052448/?ref_=ev_nom,R-18,1h 44m,7.8,653K,Jordan Peele,Jordan Peele,Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Catherine Keener', 'Caleb Landry Jones', 'Marcus Henderson', 'Betty Gabriel', 'LaKeith Stanfield', 'Stephen Root', 'Lil Rel Howery', 'Ashley LeConte Campbell', 'John Wilmot', 'Caren L. Larkey', 'Julie Ann Jones', 'Rutherford Cravens', 'Geraldine Singer', 'Yasuhiko Oyama', 'Richard Herd',United States,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2018,0,郵報：密戰,The Post,https://www.imdb.com/title/tt6294822/?ref_=ev_nom,PG-12,1h 56m,7.2,158K,Steven Spielberg,"Liz Hannah, Josh Singer",Meryl Streep', 'Tom Hanks', 'Sarah Paulson', 'Bob Odenkirk', 'Tracy Letts', 'Bradley Whitford', 'Bruce Greenwood', 'Matthew Rhys', 'Alison Brie', 'Carrie Coon', 'Jesse Plemons', 'David Cross', 'Zach Woods', 'Pat Healy', 'John Rue', 'Rick Holmes', 'Philip Casnoff', 'Jessie Mueller',United States,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
2018,0,霓裳魅影,Phantom Thread,https://www.imdb.com/title/tt5776858/?ref_=ev_nom,12+,2h 10m,7.4,140K,Paul Thomas Anderson,Paul Thomas Anderson,Vicky Krieps', 'Daniel Day-Lewis', 'Lesley Manville', 'Julie Vollono', 'Sue Clark', 'Joan Brown', 'Harriet Leitch', 'Dinah Nicholson', 'Julie Duck', 'Maryanne Frost', 'Elli Banks', 'Amy Cunningham', 'Amber Brabant', 'Geneva Corlett', 'Juliet Glaves', 'Camilla Rutherford', 'Gina McKee', 'Philip Franks',United States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2019,1,幸福綠皮書,Green Book,https://www.imdb.com/title/tt6966692/?ref_=ev_nom,PG-12,2h 10m,8.2,532K,Peter Farrelly,"Nick Vallelonga, Brian Hayes Currie, Peter Farrelly",Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco', 'Dimiter D. Marinov', 'Mike Hatton', 'P.J. Byrne', 'Joe Cortese', 'Maggie Nixon', 'Von Lewis', 'Jon Sortland', 'Don Stark', 'Anthony Mangano', 'Paul Sloan', 'Quinn Duffy', 'Seth Hurwitz', 'Hudson Galloway', 'Gavin Lyle Foley',United States,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2019,0,一個巨星的誕生,A Star Is Born,https://www.imdb.com/title/tt1517451/?ref_=ev_nom,R-15,2h 16m,7.6,404K,Bradley Cooper,"Eric Roth, Bradley Cooper, Will Fetters",Lady Gaga', 'Bradley Cooper', 'Sam Elliott', 'Greg Grunberg', 'Andrew Dice Clay', 'Rafi Gavron', 'Anthony Ramos', 'Dave Chappelle', 'Alec Baldwin', 'Marlon Williams', 'Brandi Carlile', 'Ron Rifkin', 'Barry Shabaka Henley', 'Michael D. Roberts', 'Michael Harney', 'Rebecca Field', 'Derek Kevin Jones', 'Willam Belli',United States,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2019,0,波希米亞狂想曲,Bohemian Rhapsody,https://www.imdb.com/title/tt1727824/?ref_=ev_nom,PG-12,2h 14m,7.9,566K,Bryan Singer,"Anthony McCarten, Peter Morgan",Rami Malek', 'Lucy Boynton', 'Gwilym Lee', 'Ben Hardy', 'Joseph Mazzello', 'Aidan Gillen', 'Allen Leech', 'Tom Hollander', 'Mike Myers', 'Aaron McCusker', 'Meneka Das', 'Ace Bhatti', 'Priya Blackburn', 'Dermot Murphy', 'Dickie Beau', 'Tim Plester', 'Jack Roth', 'Max Bennett',United Kingdom,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2019,0,為副不仁,Vice,https://www.imdb.com/title/tt6266538/?ref_=ev_nom,R-12,2h 12m,7.2,156K,Adam McKay,Adam McKay,Christian Bale', 'Amy Adams', 'Steve Carell', 'Sam Rockwell', 'Alison Pill', 'Eddie Marsan', 'Justin Kirk', 'LisaGay Hamilton', 'Jesse Plemons', 'Bill Camp', 'Don McManus', 'Lily Rabe', 'Shea Whigham', 'Stephen Adly Guirgis', 'Tyler Perry', 'Josh Latzer', 'Jeff Bosley', 'Camille James Harman',United States,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019,0,真寵,The Favourite,https://www.imdb.com/title/tt5083738/?ref_=ev_nom,R-15,1h 59m,7.5,211K,Yorgos Lanthimos,"Deborah Davis, Tony McNamara",Olivia Colman', 'Emma Stone', 'Rachel Weisz', 'Nicholas Hoult', 'Emma Delves', 'Faye Daveney', 'Paul Swaine', 'Jennifer White', 'Lilly-Rose Stevens', 'Denise Mack', 'James Smith', 'Mark Gatiss', 'Horatio', 'Willem Dalby', 'Edward Aczel', 'Carolyn Saint-P矇', 'John Locke', 'Everal A Walsh',Ireland,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2019,0,羅馬,Roma,https://www.imdb.com/title/tt6155172/?ref_=ev_nom,R-12,2h 15m,7.7,165K,Alfonso Cuar_n,Alfonso Cuar_n,Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey', 'Carlos Peralta', 'Marco Graf', 'Daniela Demesa', 'Nancy Garc穩a Garc穩a', 'Ver籀nica Garc穩a', 'Andy Cort矇s', 'Fernando Grediaga', 'Jorge Antonio Guerrero', 'Jos矇 Manuel Guerrero Mendoza', 'Latin Lover', 'Zarela Lizbeth Chinolla Arellano', 'Jos矇 Luis L籀pez G籀mez', 'Edwin Mendoza Ram穩rez', 'Clementina Guadarrama', 'Enoc Lea簽o',Mexico,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,0,黑色黨徒,BlacKkKlansman,https://www.imdb.com/title/tt7349662/?ref_=ev_nom,R,2h 15m,7.5,279K,Spike Lee,"Charlie Wachtel, David Rabinowitz, Kevin Willmott",John David Washington', 'Adam Driver', 'Laura Harrier', 'Topher Grace', 'Alec Baldwin', 'Isiah Whitlock Jr.', 'Robert John Burke', 'Brian Tarantina', 'Arthur J. Nascarella', 'Ken Garito', 'Frederick Weller', 'Michael Buscemi', 'Damaris Lewis', 'Ato Blankson-Wood', 'Corey Hawkins', 'Dared Wright', 'Faron Salisbury', 'Ryan Eggold',United States,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,0,黑豹,Black Panther,https://www.imdb.com/title/tt1825683/?ref_=ev_nom,PG-12,2h 14m,7.3,813K,Ryan Coogler,"Ryan Coogler, Joe Robert Cole, Stan Lee",Chadwick Boseman', 'Michael B. Jordan'," ""Lupita Nyong'o""", 'Danai Gurira', 'Martin Freeman', 'Daniel Kaluuya', 'Letitia Wright', 'Winston Duke', 'Sterling K. Brown', 'Angela Bassett', 'Forest Whitaker', 'Andy Serkis', 'Florence Kasumba', 'John Kani', 'David S. Lee', 'Nabiyah Be', 'Isaach De Bankol矇', 'Connie Chiume',United States,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,1,寄生上流,Gisaengchung,https://www.imdb.com/title/tt6751668/?ref_=ev_nom,R-12,2h 12m,8.5,882K,Bong Joon Ho,"Bong Joon Ho, Han Jin-won",Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-sik', 'Park So-dam', 'Lee Jeong-eun', 'Jang Hye-jin', 'Park Myeong-hoon', 'Jung Ji-so', 'Jung Hyun-jun', 'Park Keun-rok', 'Jung Yi-seo', 'Jo Jae-myeong', 'Jung Ik-han', 'Kim Kyu-baek', 'Hwang In-kyung', 'Ahn Seong-bong', 'Kim Jin-hyung',South Korea,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2020,0,1917,1917,https://www.imdb.com/title/tt8579674/?ref_=ev_nom,PG-12,1h 59m,8.2,639K,Sam Mendes,"Sam Mendes, Krysty Wilson-Cairns",Dean-Charles Chapman', 'George MacKay', 'Daniel Mays', 'Colin Firth', 'Pip Carter', 'Andy Apollo', 'Paul Tinto', 'Josef Davies', 'Billy Postlethwaite', 'Gabriel Akuwudike', 'Andrew Scott', 'Spike Leighton', 'Robert Maaser', 'Gerran Howell', 'Adam Hugill', 'Mark Strong', 'Richard McCabe', 'Benjamin Adams',United Kingdom,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2020,0,兔嘲男孩,Jojo Rabbit?original title),https://www.imdb.com/title/tt2584384/?ref_=ev_nom,R-12,1h 48m,7.9,419K,Taika Waititi,"Christine Leunens, Taika Waititi",Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson', 'Taika Waititi', 'Sam Rockwell', 'Rebel Wilson', 'Alfie Allen', 'Stephen Merchant', 'Archie Yates', 'Luke Brandon Field', 'Sam Haygarth', 'Stanislav Callas', 'Joe Weintraub', 'Brian Caspe', 'Gabriel Andrews', 'Billy Rayner', 'Christian Howlings', 'Gilby Griffin Davis',New Zealand,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2020,0,她們,Little Women,https://www.imdb.com/title/tt3281548/?ref_=ev_nom,GP,2h 15m,7.8,227K,Greta Gerwig,"Greta Gerwig, Louisa May Alcott",Saoirse Ronan', 'Emma Watson', 'Florence Pugh', 'Eliza Scanlen', 'Laura Dern', 'Timoth矇e Chalamet', 'Tracy Letts', 'Bob Odenkirk', 'James Norton', 'Louis Garrel', 'Jayne Houdyshell', 'Chris Cooper', 'Meryl Streep', 'Rafael Silva', 'Mason Alban', 'Emily Edstr繹m', 'Maryann Plunkett', 'Hadley Robinson',United States,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2020,0,婚姻故事,Marriage Story,https://www.imdb.com/title/tt7653254/?ref_=ev_nom,16+,2h 17m,7.9,331K,Noah Baumbach,Noah Baumbach,Adam Driver', 'Scarlett Johansson', 'Julia Greer', 'Azhy Robertson', 'Wallace Shawn', 'Matthew Maher', 'Eric Berryman', 'Mickey Sumner', 'David Turner', 'Gideon Glick', 'Jasmine Cephas Jones', 'Motell Gyn Foster', 'Raymond J. Lee', 'Mary Wiseman', 'Pete Simpson', 'Irene Choi', 'Matthew Shear', 'Becca Blackwell',United Kingdom,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2020,0,小丑,Joker,https://www.imdb.com/title/tt7286456/?ref_=ev_nom,R-18,2h 2m,8.4,1.4M,Todd Phillips,"Todd Phillips, Scott Silver, Bob Kane",Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz', 'Frances Conroy', 'Brett Cullen', 'Shea Whigham', 'Bill Camp', 'Glenn Fleshler', 'Leigh Gill', 'Josh Pais', 'Rocco Luna', 'Marc Maron', 'Sondra James', 'Murphy Guyer', 'Douglas Hodge', 'Dante Pereira-Olson', 'Carrie Louise Putrello', 'Sharon Washington',United States,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2020,0,從前，有個好萊塢,Once Upon a Time in... Hollywood,https://www.imdb.com/title/tt7131622/?ref_=ev_nom,R-12,2h 41m,7.6,797K,Quentin Tarantino,Quentin Tarantino,Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie', 'Emile Hirsch', 'Margaret Qualley', 'Timothy Olyphant', 'Julia Butters', 'Austin Butler', 'Dakota Fanning', 'Bruce Dern', 'Mike Moh', 'Luke Perry', 'Damian Lewis', 'Al Pacino', 'Nicholas Hammond', 'Samantha Robinson', 'Rafal Zawierucha', 'Lorenza Izzo',United States,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020,0,愛爾蘭人,The Irishman (original title),https://www.imdb.com/title/tt1302006/?ref_=ev_nom,16+,3h 29m,7.8,411K,Martin Scorsese,"Steven Zaillian, Charles Brandt",Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Harvey Keitel', 'Ray Romano', 'Bobby Cannavale', 'Anna Paquin', 'Stephen Graham', 'Stephanie Kurtzuba', 'Jack Huston', 'Kathrine Narducci', 'Jesse Plemons', 'Domenick Lombardozzi', 'Paul Herman', 'Gary Basaraba', 'Marin Ireland', 'Lucy Gallina', 'Jonathan Morris',United States,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2020,0,賽道狂人,Ford v Ferrari (original title),https://www.imdb.com/title/tt1950186/?ref_=ev_nom,0+,2h 32m,8.1,434K,James Mangold,"Jez Butterworth, John-Henry Butterworth, Jason Keller",Matt Damon', 'Christian Bale', 'Jon Bernthal', 'Caitr穩ona Balfe', 'Josh Lucas', 'Noah Jupe', 'Tracy Letts', 'Remo Girone', 'Ray McKinnon', 'JJ Feild', 'Jack McMullen', 'Corrado Invernizzi', 'Joe Williamson', 'Ian Harding', 'Christopher Darga', 'Shawn Law', 'Emil Beheshti', 'Darrin Prescott',United States,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2021,1,游牧人生,Nomadland,https://www.imdb.com/title/tt9770150/?ref_=ev_nom,0+,1h 47m,7.3,174K,Chlo_ Zhao,"Chlo_ Zhao, Jessica Bruder",Frances McDormand', 'David Strathairn', 'Linda May', 'Gay DeForest', 'Patricia Grier', 'Angela Reyes', 'Carl R. Hughes', 'Douglas G. Soul', 'Ryan Aquino', 'Teresa Buchanan', 'Karie Lynn McDermott Wilder', 'Brandy Wilber', 'Makenzie Etcheverry', 'Bob Wells', 'Annette Webb', 'Rachel Bannon', 'Charlene Swankie', 'Bryce Bedsworth',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,0,夢想之地,Minari,https://www.imdb.com/title/tt10633456/?ref_=ev_nom,0+,1h 55m,7.4,90K,Lee Isaac Chung,Lee Isaac Chung,Steven Yeun', 'Yeri Han', 'Alan Kim', 'Noel Cho', 'Darryl Cox', 'Esther Moon', 'Ben Hall', 'Eric Starkey', 'Will Patton', 'Youn Yuh-jung', 'Jacob M Wade', 'James Carroll', 'Jenny Phagan', 'Tina Parker', 'Chloe Lee', 'Joel Telford', 'Scott Haze', 'Kaye Brownlee-France',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,0,曼克,Mank,https://www.imdb.com/title/tt10618286/?ref_=ev_nom,16+,2h 11m,6.8,79K,David Fincher,Jack Fincher,Gary Oldman', 'Amanda Seyfried', 'Lily Collins', 'Tom Pelphrey', 'Arliss Howard', 'Tuppence Middleton', 'Monika Gossmann', 'Joseph Cross', 'Sam Troughton', 'Toby Leonard Moore', 'Tom Burke', 'Charles Dance', 'Ferdinand Kingsley', 'Jamie McShane', 'Jack Romano', 'Adam Shapiro', 'John Churchill', 'Jeff Harms',United States,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2021,0,父親,The Father,https://www.imdb.com/title/tt10272386/?ref_=ev_nom,U,1h 37m,8.2,176K,Florian Zeller,"Christopher Hampton, Florian Zeller",Anthony Hopkins', 'Olivia Colman', 'Mark Gatiss', 'Olivia Williams', 'Imogen Poots', 'Rufus Sewell', 'Ayesha Dharker', 'Roman Zeller', 'Adnan Kundi', 'Brian Rodger', 'Evie Wray',,,,,,,,United Kingdom,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2021,0,猶大與黑色彌賽亞,Judas and the Black Messiah,https://www.imdb.com/title/tt9784798/?ref_=ev_nom,15+,2h 6m,7.4,87K,Shaka King,"Will Berson, Shaka King, Kenneth Lucas",LaKeith Stanfield', 'Daniel Kaluuya', 'Jesse Plemons', 'Dominique Fishback', 'Ashton Sanders', 'Algee Smith', 'Darrell Britt-Gibson', 'Lil Rel Howery', 'Dominique Thorne', 'Martin Sheen', 'Amari Cheatom', 'Khris Davis', 'Ian Duff', 'Caleb Eberhardt', 'Robert Longstreet', 'Amber Chardae Robinson', 'Ikechukwu Ufomadu', 'James Udom',United States,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2021,0,芝加哥七人案：驚世審判,The Trial of the Chicago 7,https://www.imdb.com/title/tt1070874/?ref_=ev_nom,16+,2h 9m,7.7,187K,Aaron Sorkin,Aaron Sorkin,Eddie Redmayne', 'Alex Sharp', 'Sacha Baron Cohen', 'Jeremy Strong', 'John Carroll Lynch', 'Yahya Abdul-Mateen II', 'Mark Rylance', 'Joseph Gordon-Levitt', 'Ben Shenkman', 'J.C. MacKenzie', 'Frank Langella', 'Danny Flaherty', 'Noah Robbins', 'John Doman', 'Michael Keaton', 'Kelvin Harrison Jr.', 'Caitlin FitzGerald', 'Brady Jenness',United States,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,0,花漾女子,Promising Young Woman,https://www.imdb.com/title/tt9620292/?ref_=ev_nom,15+,1h 53m,7.5,194K,Emerald Fennell,Emerald Fennell,Carey Mulligan', 'Bo Burnham', 'Alison Brie', 'Clancy Brown', 'Adam Brody', 'Ray Nicholson', 'Sam Richardson', 'Timothy E. Goodwin', 'Jennifer Coolidge', 'Laverne Cox', 'Alli Hart', 'Loren Paul', 'Scott Aschenbrenner', 'Christopher Mintz-Plasse', 'Gabriel Oliva', 'Bryan Lillis', 'Francisca Estevez', 'Lorna Scott',United Kingdom,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2021,0,靜寂的鼓手,Sound of Metal,https://www.imdb.com/title/tt5363618/?ref_=ev_nom,R,2h,7.7,141K,Darius Marder,"Darius Marder, Abraham Marder, Derek Cianfrance",Riz Ahmed', 'Olivia Cooke', 'Paul Raci', 'Lauren Ridloff', 'Mathieu Amalric', 'Domenico Toledo', 'Chelsea Lee', 'Shaheem Sanchez', 'Chris Perfetti', 'Bill Thorpe', 'Michael Tow', 'William Xifaras', 'Rena Maliszewski', 'Tom Kemp', 'Elan Sicroff', 'Jeremy Lee Stone', 'Ezra Marder', 'Hartmut Teuber',United States,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2022,1,樂動心旋律,CODA,https://www.imdb.com/title/tt10366460/?ref_=ev_nom,R,1h 51m,8,152K,Sian Heder,"Sian Heder, Victoria Bedos",Emilia Jones', 'Marlee Matlin', 'Troy Kotsur', 'Daniel Durant', 'John Fiore', 'Lonnie Farmer', 'Kevin Chapman', 'Amy Forsyth', 'Courtland Jones', 'Molly Beth Thomas', 'Ferdia Walsh-Peelo', 'Ayana Brown', 'Jason Pugatch', 'Kyana Fanene', 'Anilee List', 'Eugenio Derbez', 'Stone Martin', 'Maeve Chapman',France,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2022,0,千萬別抬頭,Don't Look Up,https://www.imdb.com/title/tt11286314/?ref_=ev_nom,16 +,2h 18m,7.2,569K,Adam McKay,"Adam McKay, David Sirota",Leonardo DiCaprio', 'Jennifer Lawrence', 'Meryl Streep', 'Cate Blanchett', 'Rob Morgan', 'Jonah Hill', 'Mark Rylance', 'Tyler Perry', 'Timoth矇e Chalamet', 'Ron Perlman', 'Ariana Grande', 'Kid Cudi', 'Himesh Patel', 'Melanie Lynskey', 'Michael Chiklis', 'Tomer Sisley', 'Paul Guilfoyle', 'Robert Joy',United States,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2022,0,在車上,Doraibu mai k_ ,https://www.imdb.com/title/tt14039582/?ref_=ev_nom,16+,2h 59m,7.6,60K,Ry_suke Hamaguchi,"Haruki Murakami, Ry_suke Hamaguchi, Takamasa e",Hidetoshi Nishijima', 'T繫ko Miura', 'Reika Kirishima', 'Masaki Okada', 'Park Yu-rim', 'Jin Dae-yeon', 'Sonia Yuan', 'Ahn Hwitae', 'Perry Dizon', 'Satoko Abe', 'Hiroko Matsuda', 'Toshiaki Inomata', 'Takako Yamamura', 'Ry繫 Iwase', 'Faisal Anwar', 'Kamal Zharif', 'Massimo Biondi', 'Sh繫ichir繫 Tanigawa',Japan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,0,夜路,Nightmare Alley,https://www.imdb.com/title/tt7740496/?ref_=ev_nom,15+,2h 30m,7,156K,Guillermo del Toro,"Guillermo del Toro, Kim Morgan, William Lindsay Gresham",Bradley Cooper', 'Cate Blanchett', 'Toni Collette', 'Willem Dafoe', 'Richard Jenkins', 'Rooney Mara', 'Ron Perlman', 'Mary Steenburgen', 'David Strathairn', 'Mark Povinelli', 'Peter MacNeill', 'Holt McCallany', 'Paul Anderson', 'Lara Jean Chorostecki', 'Jim Beaver', 'Clifton Collins Jr.', 'Tim Blake Nelson', 'David Hewlett',United States,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2022,0,沙丘,Dune: Part One,https://www.imdb.com/title/tt1160419/?ref_=ev_nom,6+,2h 35m,8,711K,Denis Villeneuve,"Jon Spaihts, Denis Villeneuve, Eric Roth",Timoth矇e Chalamet', 'Rebecca Ferguson', 'Zendaya', 'Oscar Isaac', 'Jason Momoa', 'Stellan Skarsg疇rd', 'Stephen McKinley Henderson', 'Josh Brolin', 'Javier Bardem', 'Sharon Duncan-Brewster', 'Chang Chen', 'Dave Bautista', 'David Dastmalchian', 'Charlotte Rampling', 'Babs Olusanmokun', 'Benjamin Cl矇mentine', 'Souad Faress', 'Golda Rosheuvel',United States,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2022,0,犬山記,The Power of the Dog,https://www.imdb.com/title/tt10293406/?ref_=ev_nom,16 +,2h 6m,6.8,186K,Jane Campion,"Jane Campion, Thomas Savage",Benedict Cumberbatch', 'Kirsten Dunst', 'Jesse Plemons', 'Kodi Smit-McPhee', 'Genevi癡ve Lemon', 'Kenneth Radley', 'Sean Keenan', 'George Mason', 'Ramontay McConnell', 'David Denis', 'Cohen Holloway', 'Max Mata', 'Josh Owen', 'Alistair Sewell', 'Eddie Campbell', 'Alice Englert', 'Bryony Skillington', 'Jacque Drew',New Zealand,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,0,王者理查,King Richard,https://www.imdb.com/title/tt9620288/?ref_=ev_nom,PG-13,2h 24m,7.5,126K,Reinaldo Marcus Green,Zach Baylin,Will Smith', 'Aunjanue Ellis-Taylor', 'Jon Bernthal', 'Saniyya Sidney', 'Demi Singleton', 'Tony Goldwyn', 'Mikayla Lashae Bartholomew', 'Daniele Lawson', 'Layla Crawford', 'Erika Ringor', 'Noah Bean', 'Craig Tate', 'Josiah Cross', 'Calvin Clausell Jr.', 'Vaughn W. Hebron', 'Jimmy Walker Jr.', 'Kevin Dunn', 'Brad Greenquist',United States,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2022,0,甘草披薩,Licorice Pizza,https://www.imdb.com/title/tt11271038/?ref_=ev_nom,R,2h 13m,7.1,132K,Paul Thomas Anderson,Paul Thomas Anderson,Alana Haim', 'Cooper Hoffman', 'Sean Penn', 'Tom Waits', 'Will Angarola', 'Griff Giacchino', 'James Kelley', 'Dexter Demme', 'River Cornwell', 'Harrison Bray', 'Sasha Spielberg', 'Karissa Reynafarje', 'Savannah Ioakimedes', 'Dorie Samovitz', 'Anna Cordell', 'Adam Somner', 'Joshua Carl Allen', 'Patrick Hoelck',United States,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2022,0,西城故事,West Side Story,https://www.imdb.com/title/tt3581652/?ref_=ev_nom,12+,2h 36m,7.2,90K,Steven Spielberg,"Tony Kushner, Arthur Laurents",Ansel Elgort', 'Rachel Zegler', 'Ariana DeBose', 'David Alvarez', 'Rita Moreno'," ""Brian d'Arcy James""", 'Corey Stoll', 'Mike Faist', 'Josh Andr矇s Rivera', 'Iris Menas', 'David Aviles Morales', 'Sebastian Serra', 'Ricardo Zayas', 'Carlos E. Gonzalez', 'Ricky Ubeda', 'Andrei Chagas', 'Adriel Flete', 'Jacob Guzman',United States,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
2022,0,貝爾法斯特,Belfast,https://www.imdb.com/title/tt12789558/?ref_=ev_nom,P,1h 38m,7.3,83K,Kenneth Branagh,Kenneth Branagh,Jude Hill', 'Lewis McAskie', 'Caitr穩ona Balfe', 'Jamie Dornan', 'Judi Dench', 'Ciar獺n Hinds', 'Josie Walker', 'Freya Yates', 'Nessa Eriksson', 'Charlie Barnard', 'Frankie Hastings', 'M獺ir矇ad Tyers', 'Caolan McCarthy', 'Ian Dunnett Jnr', 'Michael Maloney', 'Lara McDonnell', 'Chris McCurry', 'Rachel Feeney',United Kingdom,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2023,1,媽的多重宇宙,Everything Everywhere All at Once,https://www.imdb.com/title/tt6710474/?ref_=ev_nom,12+,2h 19m,7.8,475K,"Daniel Kwan, Daniel Scheinert","Daniel Kwan, Daniel Scheinert",Michelle Yeoh', 'Stephanie Hsu', 'Jamie Lee Curtis', 'Ke Huy Quan', 'James Hong', 'Tallie Medel', 'Jenny Slate', 'Harry Shum Jr.', 'Biff Wiff', 'Sunita Mani', 'Aaron Lazar', 'Brian Le', 'Andy Le', 'Narayana Cabral', 'Chelsey Goldsmith', 'Craig Henningsen', 'Anthony Molinari', 'Dan Brown',United States,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2023,0,T_R塔爾,T_r,https://www.imdb.com/title/tt14444726/?ref_=ev_nom,R,2h 38m,7.4,80K,Todd Field,Todd Field,Cate Blanchett', 'No矇mie Merlant', 'Nina Hoss', 'Sophie Kauer', 'Adam Gopnik', 'Marc-Martin Straub', 'Egon Brandstetter', 'Ylva Pollak', 'Paula F繹rst', 'Sylvia Flote', 'Sydney Lemmon', 'Mark Strong', 'Nicolas Hopchet', 'Zethphan D. Smith-Gneist', 'Kitty Watson', 'Alec Baldwin', 'Jessica Hansen', 'Mila Bogojevic',United States,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
